identifier,location,name
giants-cap-den-northwest-of-giants-cap-near-path-rare,giants-cap,Giant's Cap (Den C - Northwest of Giant's Cap near path - Rare)
giants-cap-den-south-end-of-giants-cap-common,giants-cap,Giant's Cap (Den D - South end of Giant's Cap - Common)
giants-cap-den-south-end-of-giants-cap-rare,giants-cap,Giant's Cap (Den D - South end of Giant's Cap - Rare)
giants-cap-den-southeast-of-giants-cap-common,giants-cap,Giant's Cap (Den E - Southeast of Giant's Cap - Common)
giants-cap-den-southeast-of-giants-cap-rare,giants-cap,Giant's Cap (Den E - Southeast of Giant's Cap - Rare)
giants-cap-first-field-north-along-west-wall,giants-cap,Giant's Cap (First field north along west wall)
giants-cap-most-patches,giants-cap,Giant's Cap (Most patches of grass)
giants-cap-mouth-of-western-branch-up-slope,giants-cap,Giant's Cap (Mouth of western branch up slope)
giants-cap-near-lakeshore-on-top-of-cliff-in-west,giants-cap,Giant's Cap (Near lakeshore on top of cliff in west)
giants-cap-north-between-dusty-bowl-cliff-and-large-brown-rock,giants-cap,Giant's Cap (North between Dusty Bowl cliff and large brown rock)
giants-cap-north-near-hammerlocke-hills-border,giants-cap,Giant's Cap (North near Hammerlocke Hills border)
giants-cap-northwestern-patch,giants-cap,Giant's Cap (Northwestern patch)
giants-cap-south-end-of-v-shaped-field-along-east,giants-cap,Giant's Cap (South end of V-shaped field along east)
giants-cap-south-near-border-to-stony-wilderness,giants-cap,Giant's Cap (South near border to Stony Wilderness)
giants-cap-southwest-corner-near-stony-wilderness-border,giants-cap,Giant's Cap (Southwest corner near Stony Wilderness border)
giants-cap-top-of-middle-branch-up-slope,giants-cap,Giant's Cap (Top of middle branch up slope)
giants-foot,giants-foot,Giant's Foot
giants-foot-den-by-pedestal-common,giants-foot,Giant's Foot (Den A - By pedestal - Common)
giants-foot-den-by-pedestal-rare,giants-foot,Giant's Foot (Den A - By pedestal - Rare)
giants-foot-den-in-eastern-ruin-common,giants-foot,Giant's Foot (Den B - In eastern ruin - Common)
giants-foot-den-in-eastern-ruin-rare,giants-foot,Giant's Foot (Den B - In eastern ruin - Rare)
giants-foot-den-near-giants-bed-entrance-common,giants-foot,Giant's Foot (Den C - Near Giant's Bed entrance - Common)
giants-foot-den-near-giants-bed-entrance-rare,giants-foot,Giant's Foot (Den C - Near Giant's Bed entrance - Rare)
giants-foot-den-southwest-of-western-ruin-common,giants-foot,Giant's Foot (Den D - Southwest of western ruin - Common)
giants-foot-den-southwest-of-western-ruin-rare,giants-foot,Giant's Foot (Den D - Southwest of western ruin - Rare)
giants-foot-den-west-of-roaring-sea-caves-entrance-common,giants-foot,Giant's Foot (Den E - West of Roaring Sea Caves entrance - Common)
giants-foot-den-west-of-roaring-sea-caves-entrance-rare,giants-foot,Giant's Foot (Den E - West of Roaring Sea Caves entrance - Rare)
giants-mirror,giants-mirror,Giant's Mirror
giants-mirror-den-central-area-of-giants-mirror-common,giants-mirror,Giant's Mirror (Den A - Central area of Giant's Mirror - Common)
giants-mirror-den-central-area-of-giants-mirror-rare,giants-mirror,Giant's Mirror (Den A - Central area of Giant's Mirror - Rare)
giants-mirror-den-central-area-of-hammerlocke-hills-common,giants-mirror,Giant's Mirror (Den B - Central area of Hammerlocke Hills - Common)
giants-mirror-den-central-area-of-hammerlocke-hills-rare,giants-mirror,Giant's Mirror (Den B - Central area of Hammerlocke Hills - Rare)
giants-mirror-den-north-of-hammerlocke-hills-near-entrance-to-hammerlocke-common,giants-mirror,Giant's Mirror (Den C - North of Hammerlocke Hills near entrance to Hammerlocke - Common)
giants-mirror-den-north-of-hammerlocke-hills-near-entrance-to-hammerlocke-rare,giants-mirror,Giant's Mirror (Den C - North of Hammerlocke Hills near entrance to Hammerlocke - Rare)
giants-mirror-den-northeast-end-of-giants-mirror-near-cliff-common,giants-mirror,Giant's Mirror (Den D - Northeast end of Giant's Mirror near cliff - Common)
giants-mirror-den-northeast-end-of-giants-mirror-near-cliff-rare,giants-mirror,Giant's Mirror (Den D - Northeast end of Giant's Mirror near cliff - Rare)
giants-mirror-den-northeast-end-of-hammerlocke-hills-near-bridge-common,giants-mirror,Giant's Mirror (Den E - Northeast end of Hammerlocke Hills near bridge - Common)
giants-mirror-den-northeast-end-of-hammerlocke-hills-near-bridge-rare,giants-mirror,Giant's Mirror (Den E - Northeast end of Hammerlocke Hills near bridge - Rare)
giants-mirror-den-northeast-of-giants-mirror-common,giants-mirror,Giant's Mirror (Den F - Northeast of Giant's Mirror - Common)
giants-mirror-den-northeast-of-giants-mirror-rare,giants-mirror,Giant's Mirror (Den F - Northeast of Giant's Mirror - Rare)
giants-mirror-den-northwest-of-hammerlocke-hills-near-path-common,giants-mirror,Giant's Mirror (Den G - Northwest of Hammerlocke Hills near path - Common)
giants-mirror-den-northwest-of-hammerlocke-hills-near-path-rare,giants-mirror,Giant's Mirror (Den G - Northwest of Hammerlocke Hills near path - Rare)
giants-mirror-den-south-end-of-hammerlocke-hills-common,giants-mirror,Giant's Mirror (Den H - South end of Hammerlocke Hills - Common)
giants-mirror-den-south-end-of-hammerlocke-hills-rare,giants-mirror,Giant's Mirror (Den H - South end of Hammerlocke Hills - Rare)
giants-mirror-den-south-of-giants-mirror-near-lake-common,giants-mirror,Giant's Mirror (Den I - South of Giant's Mirror near lake - Common)
giants-mirror-den-south-of-giants-mirror-near-lake-rare,giants-mirror,Giant's Mirror (Den I - South of Giant's Mirror near lake - Rare)
giants-mirror-den-southeast-end-of-hammerlocke-hills-common,giants-mirror,Giant's Mirror (Den J - Southeast end of Hammerlocke Hills - Common)
giants-mirror-den-southeast-end-of-hammerlocke-hills-rare,giants-mirror,Giant's Mirror (Den J - Southeast end of Hammerlocke Hills - Rare)
giants-mirror-den-southwest-end-of-giants-mirror-common,giants-mirror,Giant's Mirror (Den K - Southwest end of Giant's Mirror - Common)
giants-mirror-den-southwest-end-of-giants-mirror-rare,giants-mirror,Giant's Mirror (Den K - Southwest end of Giant's Mirror - Rare)
giants-mirror-den-west-end-of-hammerlocke-hills-common,giants-mirror,Giant's Mirror (Den L - West end of Hammerlocke Hills - Common)
giants-mirror-den-west-end-of-hammerlocke-hills-rare,giants-mirror,Giant's Mirror (Den L - West end of Hammerlocke Hills - Rare)
giants-mirror-in-pond,giants-mirror,Giant's Mirror (In pond)
giants-mirror-northeast-corner-near-den,giants-mirror,Giant's Mirror (Northeast corner near Den)
giants-mirror-northeast-field-of-grass,giants-mirror,Giant's Mirror (Northeast field of grass)
giants-mirror-northeast-of-pond-near-large-rocks,giants-mirror,Giant's Mirror (Northeast of pond near large rocks)
giants-mirror-northwest-of-pond,giants-mirror,Giant's Mirror (Northwest of pond)
giants-mirror-south-of-pond,giants-mirror,Giant's Mirror (South of pond)
giants-seat,giants-seat,Giant's Seat
giants-seat-by-den-in-northeast-corner,giants-seat,Giant's Seat (By Den in the northeast corner)
giants-seat-den-east-of-giants-seat-near-cliff-wall-common,giants-seat,Giant's Seat (Den A - East of Giant's Seat near cliff wall - Common)
giants-seat-den-east-of-giants-seat-near-cliff-wall-rare,giants-seat,Giant's Seat (Den A - East of Giant's Seat near cliff wall - Rare)
giants-seat-den-northeast-of-giants-seat-common,giants-seat,Giant's Seat (Den B - Northeast of Giant's Seat - Common)
giants-seat-den-northeast-of-giants-seat-rare,giants-seat,Giant's Seat (Den B - Northeast of Giant's Seat - Rare)
giants-seat-den-southeast-of-giants-seat-near-cliff-common,giants-seat,Giant's Seat (Den C - Southeast of Giant's Seat near cliff - Common)
giants-seat-den-southeast-of-giants-seat-near-cliff-rare,giants-seat,Giant's Seat (Den C - Southeast of Giant's Seat near cliff - Rare)
giants-seat-den-southwest-of-giants-seat-near-lake-common,giants-seat,Giant's Seat (Den D - Southwest of Giant's Seat near lake - Common)
giants-seat-den-southwest-of-giants-seat-near-lake-rare,giants-seat,Giant's Seat (Den D - Southwest of Giant's Seat near lake - Rare)
giants-seat-den-west-of-giants-seat-near-cliff-common,giants-seat,Giant's Seat (Den E - West of Giant's Seat near cliff - Common)
giants-seat-den-west-of-giants-seat-near-cliff-rare,giants-seat,Giant's Seat (Den E - West of Giant's Seat near cliff - Rare)
giants-seat-north-of-rock-spire,giants-seat,Giant's Seat (North of Rock Spire)
giants-seat-southwest-of-rock-spire,giants-seat,Giant's Seat (Southwest of Rock Spire)
giants-seat-west-of-rock-spire,giants-seat,Giant's Seat (West of Rock Spire)
ginkgo-guild,jubilife-village,Ginkgo Guild
ginkgo-guild-cart,jubilife-village,Ginkgo Guild Cart
ginkgo-landing,ginkgo-landing,Ginkgo Landing
glacial-cavern,glacial-cavern,Glacial Cavern
glacier-terrace,glacier-terrace,Glacier Terrace
glaseado-mountain,glaseado-mountain,Glaseado Mountain
glaseado-mountain-northern-mountain-cave,glaseado-mountain,Glaseado Mountain (Northern Mountain - Cave)
glaseado-mountain-northern-mountain-flower,glaseado-mountain,Glaseado Mountain (Northern Mountain - Flower)
glaseado-mountain-northern-mountain-lake,glaseado-mountain,Glaseado Mountain (Northern Mountain - Lake)
glaseado-mountain-northern-mountain-mountain,glaseado-mountain,Glaseado Mountain (Northern Mountain)
glaseado-mountain-northern-mountain-ocean,glaseado-mountain,Glaseado Mountain (Northern Mountain - Ocean)
glaseado-mountain-northern-mountain-riverside,glaseado-mountain,Glaseado Mountain (Northern Mountain - Riverside)
glaseado-mountain-northern-mountain-rocky-area,glaseado-mountain,Glaseado Mountain (Northern Mountain - Rocky Area)
glaseado-mountain-northern-mountain-ruins,glaseado-mountain,Glaseado Mountain (Northern Mountain - Ruins)
glaseado-mountain-northern-mountain-snowfield,glaseado-mountain,Glaseado Mountain (Northern Mountain - Snowfield)
glaseado-mountain-northern-mountain-town,glaseado-mountain,Glaseado Mountain (Northern Mountain - Town)
glaseado-mountain-southern-mountain-mountain,glaseado-mountain,Glaseado Mountain (Southern Mountain)
glaseado-mountain-southern-mountain-rocky-area,glaseado-mountain,Glaseado Mountain (Southern Mountain - Rocky Area)
glaseado-mountain-southern-mountain-ruins,glaseado-mountain,Glaseado Mountain (Southern Mountain - Ruins)
glaseado-mountain-southern-mountain-snowfield,glaseado-mountain,Glaseado Mountain (Southern Mountain - Snowfield)
glimwood-tangle,glimwood-tangle,Glimwood Tangle
glimwood-tangle-east-dead-end-luminescent-mushroom,glimwood-tangle,"Glimwood Tangle (East dead end, Luminescent Mushroom)"
glimwood-tangle-left-of-madame-judy-large-tree,glimwood-tangle,Glimwood Tangle (Left of Madame Judy's large tree)
glimwood-tangle-near-entrance-luminescent-mushroom,glimwood-tangle,"Glimwood Tangle (Near entrance, Luminescent Mushroom)"
glittering-cave,glittering-cave,Glittering Cave
gnarled-den,gnarled-den,Gnaled Den
go-park,fuchsia-city,GO Park
golden-lowlands,golden-lowlands,Golden Lowlands
goldenrod-city,goldenrod-city,Goldenrod City
goldenrod-department-store,goldenrod-city,Goldenrod Department Store
goldenrod-department-store-basement,goldenrod-city,Goldenrod Department Store (Basement)
goldenrod-radio-tower,goldenrod-city,Goldenrod Radio Tower
goldenrod-tunnel,goldenrod-city,Goldenrod Tunnel
goldenrod-tunnel-warehouse,goldenrod-city,Goldenrod Tunnel Warehouse
grand-meteor-delta,grand-meteor-delta,Grand Meteor Delta
grandtree-arena,grandtree-arena,Grandtree Arena
granite-cave,granite-cave,Granite Cave
granite-cave-1f,granite-cave,Granite Cave (1F)
granite-cave-b1f,granite-cave,Granite Cave (B1F)
granite-cave-b2f,granite-cave,Granite Cave (B2F)
granite-cave-stevens-room,granite-cave,Granite Cave (Steven's Room)
grassland-cave,grassland-cave,Grassland Cave
grasswither-shrine,grasswither-shrine,Grasswither Shrine
great-crater-of-paldea,great-crater-of-paldea,Great Crater of Paldea
great-marsh,great-marsh,Great Marsh
great-marsh-area-1,great-marsh,Great Marsh (Area 1)
great-marsh-area-2,great-marsh,Great Marsh (Area 2)
great-marsh-area-3,great-marsh,Great Marsh (Area 3)
great-marsh-area-4,great-marsh,Great Marsh (Area 4)
great-marsh-area-5,great-marsh,Great Marsh (Area 5)
great-marsh-area-6,great-marsh,Great Marsh (Area 6)
green-path,green-path,Green Path
groundblight-shrine,groundblight-shrine,Groundblight Shrine
grueling-grove,grueling-grove,Grueling Grove
haina-desert,haina-desert,Haina Desert
hall-of-origin,hall-of-origin,Hall of Origin
hammerlocke,hammerlocke,Hammerlocke
hammerlocke-hills,hammerlocke-hills,Hammerlocke Hills
hammerlocke-hills-corner-wall-east-hammerlocke,hammerlocke-hills,"Hammerlocke Hills (Corner wall, east Hammerlocke)"
hammerlocke-hills-east-end-dusty-bowl-wall,hammerlocke-hills,Hammerlocke Hills (East end Dusty Bowl wall)
hammerlocke-hills-northwest-corner,hammerlocke-hills,Hammerlocke Hills (Northwest corner)
hammerlocke-hills-south-hammerlocke-entrance,hammerlocke-hills,Hammerlocke Hills (South Hammerlocke entrance)
hammerlocke-hills-west-of-easternmost-grass-field,hammerlocke-hills,Hammerlocke Hills (West of easternmost grass field)
hammerlocke-hills-west-southwest-den-west-hammerlocke,hammerlocke-hills,"Hammerlocke Hills (West-southwest Den, west Hammerlocke)"
hano-beach,hano-beach,Hano Beach
hano-grand-resort,hano-grand-resort,Hano Grand Resort
hauoli-cemetery,hauoli-cemetery,Hau'oli Cemetery
hauoli-city,hauoli-city,Hau'oli City
hauoli-city-beachfront,hauoli-city,Hau'oli City Beachfront
hauoli-city-shopping-district,hauoli-city,Hau'oli City (Shopping District)
hauoli-city-shopping-district-two-patches-near-city-hall,hauoli-city,"Hau'oli City (Shopping District, two patches near City Hall)"
hauoli-city-shopping-district-two-patches-near-marina,hauoli-city,"Hau'oli City (Shopping District, two patches near Marina)"
heahea-beach,heahea-beach,Heahea Beach
heahea-city,heahea-city,Heahea City
hearthome-city,hearthome-city,Hearthome City
hearts-crag,hearts-crag,Heart's Crag
heavenward-lookout,heavenward-lookout,Heavenward Lookout
hideaway-bay,hideaway-bay,Hideaway Bay
hoenn-route-101,hoenn-route-101,Hoenn Route 101
hoenn-route-102,hoenn-route-102,Hoenn Route 102
hoenn-route-103,hoenn-route-103,Hoenn Route 103
hoenn-route-104,hoenn-route-104,Hoenn Route 104
hoenn-route-104-north-section,hoenn-route-104,Hoenn Route 104 (North section)
hoenn-route-104-south-section,hoenn-route-104,Hoenn Route 104 (South section)
hoenn-route-105,hoenn-route-105,Hoenn Route 105
hoenn-route-106,hoenn-route-106,Hoenn Route 106
hoenn-route-107,hoenn-route-107,Hoenn Route 107
hoenn-route-108,hoenn-route-108,Hoenn Route 108
hoenn-route-109,hoenn-route-109,Hoenn Route 109
hoenn-route-110,hoenn-route-110,Hoenn Route 110
hoenn-route-111,hoenn-route-111,Hoenn Route 111
hoenn-route-111-desert,hoenn-route-111,Hoenn Route 111 (Desert)
hoenn-route-111-south-section,hoenn-route-111,Hoenn Route 111 (South section)
hoenn-route-112,hoenn-route-112,Hoenn Route 112
hoenn-route-112-north-section,hoenn-route-112,Hoenn Route 112 (North section)
hoenn-route-112-south-section,hoenn-route-112,Hoenn Route 112 (South section)
hoenn-route-113,hoenn-route-113,Hoenn Route 113
hoenn-route-114,hoenn-route-114,Hoenn Route 114
hoenn-route-115,hoenn-route-115,Hoenn Route 115
hoenn-route-116,hoenn-route-116,Hoenn Route 116
hoenn-route-117,hoenn-route-117,Hoenn Route 117
hoenn-route-118,hoenn-route-118,Hoenn Route 118
hoenn-route-119,hoenn-route-119,Hoenn Route 119
hoenn-route-120,hoenn-route-120,Hoenn Route 120
hoenn-route-120-eastern-part,hoenn-route-120,Hoenn Route 120 (Eastern part)
hoenn-route-120-western-part,hoenn-route-120,Hoenn Route 120 (Western part)
hoenn-route-121,hoenn-route-121,Hoenn Route 121
hoenn-route-122,hoenn-route-122,Hoenn Route 122
hoenn-route-123,hoenn-route-123,Hoenn Route 123
hoenn-route-124,hoenn-route-124,Hoenn Route 124
hoenn-route-124-underwater,hoenn-route-124,Hoenn Route 124 (Underwater)
hoenn-route-125,hoenn-route-125,Hoenn Route 125
hoenn-route-126,hoenn-route-126,Hoenn Route 126
hoenn-route-126-underwater,hoenn-route-126,Hoenn Route 126 (Underwater)
hoenn-route-127,hoenn-route-127,Hoenn Route 127
hoenn-route-128,hoenn-route-128,Hoenn Route 128
hoenn-route-128-underwater,hoenn-route-128,Hoenn Route 128 (Underwater)
hoenn-route-129,hoenn-route-129,Hoenn Route 129
hoenn-route-129-underwater,hoenn-route-129,Hoenn Route 129 (Underwater)
hoenn-route-130,hoenn-route-130,Hoenn Route 130
hoenn-route-130-underwater,hoenn-route-130,Hoenn Route 130 (Underwater)
hoenn-route-131,hoenn-route-131,Hoenn Route 131
