move,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
metal-burst,Metal Burst,メタルバースト,メタルバースト,Metaru Bāsuto,Fulmifer,Metallstoß,Represión Metal,Expl. Metálica,Metalscoppio,메탈버스트,Metal Burst,金屬爆炸,金属爆炸,Jīnshǔ Bàozhà / Gāmsuhk Baauja
u-turn,U-turn,とんぼがえり,とんぼがえり,Tonbo Gaeri,Demi-Tour,Kehrtwende,Ida y Vuelta,Ida y Vuelta,Retromarcia,유턴,U-turn,急速折返,急速折返,Jísù Zhéfǎn / Gāpchūk Jitfáan
close-combat,Close Combat,インファイト,インファイト,Infaito,Close Combat,Nahkampf,A Bocajarro,Cuerpo a Cuerpo,Zuffa,인파이트,In-Fight,近身戰,近身战,Jìnshēnzhàn / Káhnsānjin
payback,Payback,しっぺがえし,しっぺがえし,Shippegaeshi,Représailles,Gegenstoß,Vendetta,Revancha,Rivincita,보복,Bobok,以牙還牙,以牙还牙,Yǐyáhuányá / Yíhngàhwàahnngàh
assurance,Assurance,ダメおし,ダメおし,Dame Oshi,Assurance,Gewissheit,Buena Baza,Garantía,Garanzia,승부굳히기,Seungbu Gutigi,惡意追擊,恶意追击,Èyì Zhuījī / Okyi Jēuigīk
embargo,Embargo,さしおさえ,さしおさえ,Sashiosae,Embargo,Itemsperre,Embargo,Embargo,Divieto,금제,Geumje,查封,查封,Cháfēng / Chàhfūng
fling,Fling,なげつける,なげつける,Nagetsukeru,Dégommage,Schleuder,Lanzamiento,Lanzamiento,Lancio,내던지기,Naedeonjigi,投擲,投掷,Tóuzhí / Tàuhjaahk
psycho-shift,Psycho Shift,サイコシフト,サイコシフト,Saiko Shifuto,Échange Psy,Psybann,Psicocambio,Psicocambio,Psicotransfer,사이코시프트,Psycho Shift,精神轉移,精神转移,Jīngshén Zhuǎnyí / Jīngsàhn Jyúnyìh
trump-card,Trump Card,きりふだ,きりふだ,Kirifuda,Atout,Trumpfkarte,As Oculto,As Oculto,Asso,마지막수단,Majimak Sudan,王牌,王牌,Wángpái / Wòhngpáai
heal-block,Heal Block,かいふくふうじ,かいふくふうじ,Kaifuku Fūji,Anti-Soin,Heilblockade,Anticura,Anticuración,Anticura,회복봉인,Hoebok Bong'in,回復封鎖,回复封锁,Huífù Fēngsuǒ / Wùihfuhk Fūngsó
wring-out,Wring Out,しぼりとる,しぼりとる,Shiboritoru,Essorage,Auswringen,Estrujón,Apretón,Strizzata,쥐어짜기,Jwieojjagi,絞緊,绞紧,Jiǎojǐn / Gáaugán
power-trick,Power Trick,パワートリック,パワートリック,Pawā Torikku,Astuce Force,Krafttrick,Truco Fuerza,Truco Fuerza,Ingannoforza,파워트릭,Power Trick,力量戲法,力量戏法,Lìliàng Xìfǎ / Lihkleuhng Heifaat
gastro-acid,Gastro Acid,いえき,いえき,Ieki,Suc Digestif,Magensäfte,Bilis,Ácido Gástrico,Gastroacido,위액,Wiaek,胃液,胃液,Wèiyè / Waihyihk
lucky-chant,Lucky Chant,おまじない,おまじない,Omajinai,Air Veinard,Beschwörung,Conjuro,Cántico Suerte,Fortuncanto,주술,Jusul,幸運咒語,幸运咒语,Xìngyùn Zhòuyǔ / Hahngwahn Jauyúh
me-first,Me First,さきどり,さきどり,Sakidori,Moi d’Abord,Egotrip,Yo Primero,Yo Primero,Precedenza,선취,Seonchwi,搶先一步,抢先一步,Qiǎngxiān Yībù / Chéungsīn Yātbouh
copycat,Copycat,まねっこ,まねっこ,Manekko,Photocopie,Imitator,Copión,Copión,Copione,흉내쟁이,Hyungnaejaeng'i,仿效,仿效,Fǎngxiào / Fónghaauh
power-swap,Power Swap,パワースワップ,パワースワップ,Pawā Suwappu,Permuforce,Krafttausch,Cambiafuerza,Cambiafuerza,Barattoforza,파워스왑,Power Swap,力量互換,力量互换,Lìliàng Hùhuàn / Lihkleuhng Wuhwuhn
guard-swap,Guard Swap,ガードスワップ,ガードスワップ,Gādo Suwappu,Permugarde,Schutztausch,Cambiadefensa,Cambiadefensa,Barattoscudo,가드스왑,Guard Swap,防守互換,防守互换,Fángshǒu Hùhuàn / Fòhngsáu Wuhwuhn
punishment,Punishment,おしおき,おしおき,Oshioki,Punition,Strafattacke,Castigo,Castigo,Punizione,혼내기,Honnaegi,懲罰,惩罚,Chéngfá / Chìhngfaht
last-resort,Last Resort,とっておき,とっておき,Totteoki,Dernier Recours,Zuflucht,Última Baza,Último Recurso,Ultimascelta,비장의무기,Dwottasseugi,珍藏,珍藏,Zhēncáng / Jānchòhng
worry-seed,Worry Seed,なやみのタネ,なやみのタネ,Nayami no Tane,Soucigraine,Sorgensamen,Abatidoras,Abatidoras,Affannoseme,고민씨,Gomin Ssi,煩惱種子,烦恼种子,Fánnǎo Zhǒngzǐ / Fàahnnóuh Júngjí
sucker-punch,Sucker Punch,ふいうち,ふいうち,Fuiuchi,Coup Bas,Tiefschlag,Golpe Bajo,Golpe Bajo,Sbigoattacco,기습,Giseup,突襲,突袭,Túxí / Dahtjaahp
toxic-spikes,Toxic Spikes,どくびし,どくびし,Dokubishi,Pics Toxik,Giftspitzen,Púas Tóxicas,Púas Tóxicas,Fielepunte,독압정,Dok Apjeong,毒菱,毒菱,Dúlíng / Duhklìhng
heart-swap,Heart Swap,ハートスワップ,ハートスワップ,Hāto Suwappu,Permucœur,Statustausch,Cambiaalmas,Cambiaalmas,Cuorbaratto,하트스왑,Heart Swap,心靈互換,心灵互换,Xīnlíng Hùhuàn / Sāmlìhng Wuhwuhn
aqua-ring,Aqua Ring,アクアリング,アクアリング,Akua Ringu,Anneau Hydro,Wasserring,Acua Aro,Acuaanillo,Acquanello,아쿠아링,Aqua Ring,水流環,水流环,Shuǐliú Huán / Séuilàuh Wàahn
magnet-rise,Magnet Rise,でんじふゆう,でんじふゆう,Denji Fuyū,Vol Magnétik,Magnetflug,Levitón,Superimán,Magnetascesa,전자부유,Jeonja Buyu,電磁飄浮,电磁飘浮,Diàncí Piāofú / Dihnchìh Pīufàuh
flare-blitz,Flare Blitz,フレアドライブ,フレアドライブ,Furea Doraibu,Boutefeu,Flammenblitz,Envite Ígneo,Erupción,Fuococarica,플레어드라이브,Flare Drive,閃焰衝鋒,闪焰冲锋,Shǎnyàn Chōngfēng / Símyihm Chūngfùhng
force-palm,Force Palm,はっけい,はっけい,Hakkei,Forte-Paume,Kraftwelle,Palmeo,Fuerza de Palma,Palmoforza,발경,Balgyeong,發勁,发劲,Fājìn / Faatgihng
aura-sphere,Aura Sphere,はどうだん,はどうだん,Hadōdan,Aurasphère,Aurasphäre,Esfera Aural,Aura Esfera,Forzasfera,파동탄,Padongtan,波導彈,波导弹,Bōdǎo Dàn / Bōdouh Daahn
rock-polish,Rock Polish,ロックカット,ロックカット,Rokku Katto,Poliroche,Steinpolitur,Pulimento,Pulimento,Lucidatura,록커트,Rock Cut,岩石打磨,岩石打磨,Yánshí Dǎmó / Ngàahmsehk Dámòh
poison-jab,Poison Jab,どくづき,どくづき,Dokudzuki,Direct Toxik,Gifthieb,Puya Nociva,Golpe Venenoso,Velenpuntura,독찌르기,Dok Jjareugi,毒擊,毒击,Dújī / Duhkgīk
dark-pulse,Dark Pulse,あくのはどう,あくのはどう,Aku no Hadō,Vibrobscur,Finsteraura,Pulso Umbrío,Pulso Oscuro,Neropulsar,악의파동,Ak-yi Padong,惡之波動,恶之波动,È-zhī Bōdòng / Ok-jī Bōduhng
night-slash,Night Slash,つじぎり,つじぎり,Tsujigiri,Tranche-Nuit,Nachthieb,Tajo Umbrío,Corte Umbrío,Nottesferza,깜짝베기,Kkamjjakbegi,暗襲要害,暗袭要害,Ànxí Yàohài / Amjaahp Yiuhoih
aqua-tail,Aqua Tail,アクアテール,アクアテール,Akua Tēru,Hydro-Queue,Nassschweif,Acua Cola,Cola de Agua,Idrondata,아쿠아테일,Aqua Tail,水流尾,水流尾,Shuǐliú Yǐ/Shuǐliú Wěi / Séuilàuh Méih
seed-bomb,Seed Bomb,タネばくだん,タネばくだん,Tane Bakudan,Canon Graine,Samenbomben,Bomba Germen,Bomba Semilla,Semebomba,씨폭탄,Ssi Poktan,種子炸彈,种子炸弹,Zhǒngzǐ Zhàdàn / Júngjí Jadáan
air-slash,Air Slash,エアスラッシュ,エアスラッシュ,Ea Surasshu,Lame d’Air,Luftschnitt,Tajo Aéreo,Corte Aéreo,Eterelama,에어슬래시,Air Slash,空氣斬,空气斩,Kōngqì Zhǎn / Hūnghei Jáam
x-scissor,X-Scissor,シザークロス,シザークロス,Shizā Kurosu,Plaie Croix,Kreuzschere,Tijera X,Tijera X,Forbice X,시저크로스,Scissor Cross,十字剪,十字剪,Shízì Jiǎn / Sahpjih Jín
bug-buzz,Bug Buzz,むしのさざめき,むしのさざめき,Mushi no Sazameki,Bourdon,Käfergebrumm,Zumbido,Zumbido,Ronzio,벌레의야단법석,Beolle-yi Yadanbeopseok,蟲鳴,虫鸣,Chóngmíng / Chùhngmìhng
dragon-pulse,Dragon Pulse,りゅうのはどう,りゅうのはどう,Ryū no Hadō,Draco-Choc,Drachenpuls,Pulso Dragón,Pulso Dragón,Dragopulsar,용의파동,Yong-yi Padong,龍之波動,龙之波动,Lóng-zhī Bōdòng / Lùhng-jī Bōduhng
dragon-rush,Dragon Rush,ドラゴンダイブ,ドラゴンダイブ,Doragon Daibu,Draco-Charge,Drachenstoß,Carga Dragón,Carga Dragón,Dragofuria,드래곤다이브,Dragon Dive,龍之俯衝,龙之俯冲,Lóng-zhī Fǔchōng / Lùhng-jī Fúchung
power-gem,Power Gem,パワージェム,パワージェム,Pawā Jemu,Rayon Gemme,Juwelenkraft,Joya de Luz,Joya de Luz,Gemmoforza,파워젬,Power Gem,力量寶石,力量宝石,Lìliàng Bǎoshí / Lihkleuhng Bóusehk
drain-punch,Drain Punch,ドレインパンチ,ドレインパンチ,Dorein Panchi,Vampi-Poing,Ableithieb,Puño Drenaje,Puño Drenador,Assorbipugno,드레인펀치,Drain Punch,吸取拳,吸取拳,Xīqǔ Quán / Kāpchéui Kyùhn
vacuum-wave,Vacuum Wave,しんくうは,しんくうは,Shinkū Ha,Onde Vide,Vakuumwelle,Onda Vacío,Onda de Vacío,Vuotonda,진공파,Jin-gong Pa,真空波,真空波,Zhēnkōng Bō / Jānhūng Bō
focus-blast,Focus Blast,きあいだま,きあいだま,Kiai Dama,Exploforce,Fokusstoß,Onda Certera,Ataque Centrado,Focalcolpo,기합구슬,Gihap Guseul,真氣彈,真气弹,Zhēnqì Dàn / Jānhei Daahn
energy-ball,Energy Ball,エナジーボール,エナジーボール,Enajī Bōru,Éco-Sphère,Energieball,Energibola,Bola de Energía,Energipalla,에너지볼,Energy Ball,能量球,能量球,Néngliàng Qiú / Nàhngleuhng Kàuh
brave-bird,Brave Bird,ブレイブバード,ブレイブバード,Bureibu Bādo,Rapace,Sturzflug,Pájaro Osado,Ave Brava,Baldeali,브레이브버드,Brave Bird,勇鳥猛攻,勇鸟猛攻,Yǒngniǎo Měnggōng / Yúhngníuh Máahnggūng
earth-power,Earth Power,だいちのちから,だいちのちから,Daichi no Chikara,Telluriforce,Erdkräfte,Tierra Viva,Poder Terrestre,Geoforza,대지의힘,Daeji-yi Him,大地之力,大地之力,Dàdì-zhī Lì / Daaihdeih-jī Lihk
switcheroo,Switcheroo,すりかえ,すりかえ,Surikae,Passe-Passe,Wechseldich,Trapicheo,Trueque,Rapidscambio,바꿔치기,Bakkweochigi,掉包,掉包,Diàobāo / Diuhbāau
giga-impact,Giga Impact,ギガインパクト,ギガインパクト,Giga Inpakuto,Giga Impact,Gigastoß,Gigaimpacto,Gigaimpacto,Gigaimpatto,기가임팩트,Giga Impact,終極衝擊,终极冲击,Zhōngjí Chōngjí / Jūnggihk Chūnggīk
nasty-plot,Nasty Plot,わるだくみ,わるだくみ,Waru Dakumi,Machination,Ränkeschmied,Maquinación,Maquinación,Congiura,나쁜음모,Nappeun Eummo,詭計,诡计,Guǐjì / Gwáigai
bullet-punch,Bullet Punch,バレットパンチ,バレットパンチ,Baretto Panchi,Pisto-Poing,Patronenhieb,Puño Bala,Puño Bala,Pugnoscarica,불릿펀치,Bullet Punch,子彈拳,子弹拳,Zǐdàn Quán / Jídáan Kyùhn
avalanche,Avalanche,ゆきなだれ,ゆきなだれ,Yuki Nadare,Avalanche,Lawine,Alud,Alud,Slavina,눈사태,Nun Satae,雪崩,雪崩,Xuěbēng / Syutbāng
ice-shard,Ice Shard,こおりのつぶて,こおりのつぶて,Koori no Tsubute,Éclats Glace,Eissplitter,Esquirla Helada,Esquirla Helada,Geloscheggia,얼음뭉치,Eol'eum Mungchi,冰礫,冰砾,Bīnglì / Bīnglīk
shadow-claw,Shadow Claw,シャドークロー,シャドークロー,Shadō Kurō,Griffe Ombre,Dunkelklaue,Garra Umbría,Garra de Sombra,Ombrartigli,섀도클로,Shadow Claw,暗影爪,暗影爪,Ànyǐng Zhuǎ / Amyíng Jáau
thunder-fang,Thunder Fang,かみなりのキバ,かみなりのキバ,Kaminari no Kiba,Crocs Éclair,Donnerzahn,Colmillo Rayo,Colmillo Trueno,Fulmindenti,번개엄니,Beongae Eomni,雷電牙,雷电牙,Léidiàn Yá / Lèuihdihn Ngàh
ice-fang,Ice Fang,こおりのキバ,こおりのキバ,Koori no Kiba,Crocs Givre,Eiszahn,Colmillo Hielo,Colmillo Hielo,Gelodenti,얼음엄니,Eol'eum Eomni,冰凍牙,冰冻牙,Bīngdòng Yá / Bīngdung Ngàh
fire-fang,Fire Fang,ほのおのキバ,ほのおのキバ,Honō no Kiba,Crocs Feu,Feuerzahn,Colmillo Ígneo,Colmillo Fuego,Rogodenti,불꽃엄니,Bulkkot Eomni,火焰牙,火焰牙,Huǒyàn Yá / Fóyihm Ngàh
shadow-sneak,Shadow Sneak,かげうち,かげうち,Kageuchi,Ombre Portée,Schattenstoß,Sombra Vil,Sombra Vil,Furtivombra,야습,Yaseup,影子偷襲,影子偷袭,Yǐngzi Tōuxí / Yíngjí Tāujaahp
mud-bomb,Mud Bomb,どろばくだん,どろばくだん,Doro Bakudan,Boue-Bombe,Schlammbombe,Bomba Fango,Bomba Fango,Pantanobomba,진흙폭탄,Jinheulk Poktan,泥巴炸彈,泥巴炸弹,Níbā Zhàdàn / Nàihbā Jadáan
psycho-cut,Psycho Cut,サイコカッター,サイコカッター,Saiko Kattā,Coupe Psycho,Psychoklinge,Psicocorte,Psicocorte,Psicotaglio,사이코커터,Psycho Cutter,精神利刃,精神利刃,Jīngshén Lìrèn / Jīngsàhn Leihyahn
zen-headbutt,Zen Headbutt,しねんのずつき,しねんのずつき,Shinen no Zutsuki,Psykoud’Boul,Zen-Kopfstoß,Cabezazo Zen,Cabezazo Zen,Cozzata Zen,사념의박치기,Sanyeom-ui Bakchigi,意念頭錘,意念头锤,Yìniàn Tóuchuí / Yinihm Tàuhchèuih
mirror-shot,Mirror Shot,ミラーショット,ミラーショット,Mirā Shotto,Miroi-Tir,Spiegelsalve,Disparo Espejo,Disparo Espejo,Cristalcolpo,미러샷,Mirror Shot,鏡光射擊,镜光射击,Jìngguāng Shèjí / Genggwōng Sehgīk
flash-cannon,Flash Cannon,ラスターカノン,ラスターカノン,Rasutā Kanon,Luminocanon,Lichtkanone,Cañón Resplandor,Cañón Resplandor,Cannonflash,러스터캐논,Luster Cannon,加農光炮,加农光炮,Jiānóng Guāngpào / Gānùhng Gwōngpaau
rock-climb,Rock Climb,ロッククライム,ロッククライム,Rokku Kuraimu,Escalade,Kraxler,Treparrocas,Treparrocas,Scalaroccia,록클라임,Rock Climb,攀岩,攀岩,Pānyán / Pāanngàahm
defog,Defog,きりばらい,きりばらい,Kiribarai,Anti-Brume,Auflockern,Despejar,Desempañar,Scacciabruma,안개제거,Angaejegeo,清除濃霧,清除浓雾,Qīngchú Nóngwù / Chīngchèuih Nùhngmouh
trick-room,Trick Room,トリックルーム,トリックルーム,Torikku Rūmu,Distorsion,Bizarroraum,Espacio Raro,Espacio Raro,Distortozona,트릭룸,Trick Room,戲法空間,戏法空间,Xìfǎ Kōngjiān / Heifaat Hūnggāan
draco-meteor,Draco Meteor,りゅうせいぐん,りゅうせいぐん,Ryūseigun,Draco-Météore,Draco Meteor,Cometa Draco,Meteoro Dragón,Dragobolide,용성군,Yong Seonggun,流星群,流星群,Liúxīngqún / Làuhsīngkwàhn
discharge,Discharge,ほうでん,ほうでん,Hōden,Coup d’Jus,Ladungsstoß,Chispazo,Chispazo,Scarica,방전,Bangjeon,放電,放电,Fàngdiàn / Fongdihn
lava-plume,Lava Plume,ふんえん,ふんえん,Fun'en,Ébullilave,Flammensturm,Humareda,Bomba de Lava,Lavasbuffo,분연,Bun'yeon,噴煙,喷烟,Pēnyān / Panyīn
leaf-storm,Leaf Storm,リーフストーム,リーフストーム,Rīfu Sutōmu,Tempête Verte,Blättersturm,Lluevehojas,Tormenta de Hojas,Verdebufera,리프스톰,Leaf Storm,飛葉風暴,飞叶风暴,Fēiyè Fēngbào / Fēiyihp Fūngbouh
power-whip,Power Whip,パワーウィップ,パワーウィップ,Pawā Uippu,Mégafouet,Blattgeißel,Latigazo,Latigazo,Vigorcolpo,파워휩,Power Whip,強力鞭打,强力鞭打,Qiánglì Biāndǎ / Kèuhnglihk Bīndá
rock-wrecker,Rock Wrecker,がんせきほう,がんせきほう,Ganseki Hō,Roc-Boulet,Felswerfer,Romperrocas,Romperrocas,Devastomasso,암석포,Amseok Po,岩石炮,岩石炮,Yánshí Pào / Ngàahmsehk Paau
cross-poison,Cross Poison,クロスポイズン,クロスポイズン,Kurosu Poizun,Poison Croix,Giftstreich,Veneno X,Veneno X,Velenocroce,크로스포이즌,Cross Poison,十字毒刃,十字毒刃,Shízì Dúrèn / Sahpjih Duhkyahn
gunk-shot,Gunk Shot,ダストシュート,ダストシュート,Dasuto Shūto,Détricanon,Mülltreffer,Lanzamugre,Lanzamugre,Sporcolancio,더스트슈트,Dust Shoot,垃圾射擊,垃圾射击,Lèsè Shèjí/Lājī Shèjí / Laahpsaap Sehgīk
iron-head,Iron Head,アイアンヘッド,アイアンヘッド,Aian Heddo,Tête de Fer,Eisenschädel,Cabeza de Hierro,Cabeza de Hierro,Metaltestata,아이언헤드,Iron Head,鐵頭,铁头,Tiětóu / Tittàuh
magnet-bomb,Magnet Bomb,マグネットボム,マグネットボム,Maguneto Bomu,Bombe Aimant,Magnetbombe,Bomba Imán,Magnetobomba,Bombagnete,마그넷봄,Magnet Bomb,磁鐵炸彈,磁铁炸弹,Cítiě Zhàdàn / Chìhtit Jadáan
stone-edge,Stone Edge,ストーンエッジ,ストーンエッジ,Sutōn Ejji,Lame de Roc,Steinkante,Roca Afilada,Roca Afilada,Pietrataglio,스톤에지,Stone Edge,尖石攻擊,尖石攻击,Jiānshí Gōngjí / Jīmsehk Gūnggīk
captivate,Captivate,ゆうわく,ゆうわく,Yūwaku,Séduction,Liebreiz,Seducción,Seducción,Incanto,유혹,Yuhok,誘惑,诱惑,Yòuhuò / Yáuhwaahk
stealth-rock,Stealth Rock,ステルスロック,ステルスロック,Suterusu Rokku,Piège de Roc,Tarnsteine,Trampa Rocas,Trampa de Rocas,Levitoroccia,스텔스록,Stealth Rock,隱形岩,隐形岩,Yǐnxíng Yán / Yányìhng Ngàahm
grass-knot,Grass Knot,くさむすび,くさむすび,Kusa Musubi,Nœud Herbe,Strauchler,Hierba Lazo,Nudo de Pasto,Laccioerboso,풀묶기,Pul Mokki,打草結,打草结,Dǎcǎojié / Dáchóugit
chatter,Chatter,おしゃべり,おしゃべり,Oshaberi,Babil,Geschwätz,Cháchara,Parloteo,Schiamazzo,수다,Suda,喋喋不休,喋喋不休,Diédiébùxiū / Dihpdihpbātyāu
judgment,Judgment,さばきのつぶて,さばきのつぶて,Sabaki no Tsubute,Jugement,Urteilskraft,Sentencia,Juicio Final,Giudizio,심판의뭉치,Simpan-yi Mungchi,制裁光礫,制裁光砾,Zhìcái Guānglì / Jaichòih Gwōnglīk
bug-bite,Bug Bite,むしくい,むしくい,Mushi Kui,Piqûre,Käferbiss,Picadura,Picadura,Coleomorso,벌레먹기,Beolle Meok'eum,蟲咬,虫咬,Chóngyǎo / Chùhngngáauh
charge-beam,Charge Beam,チャージビーム,チャージビーム,Chāji Bīmu,Rayon Chargé,Ladestrahl,Rayo Carga,Rayo Carga,Raggioscossa,차지빔,Charge Beam,充電光束,充电光束,Chōngdiàn Guāngshù / Chūngdihn Gwōngchūk
wood-hammer,Wood Hammer,ウッドハンマー,ウッドハンマー,Uddo Hanmā,Martobois,Holzhammer,Mazazo,Mazazo,Mazzuolegno,우드해머,Wood Hammer,木槌,木槌,Mùchuí / Muhkchèuih
aqua-jet,Aqua Jet,アクアジェット,アクアジェット,Akua Jetto,Aqua-Jet,Wasserdüse,Acua Jet,Acuajet,Acquagetto,아쿠아제트,Aqua Jet,水流噴射,水流喷射,Shuǐliú Pēnshè / Séuilàuh Panseh
attack-order,Attack Order,こうげきしれい,こうげきしれい,Kōgeki Shirei,Appel Attaque,Schlagbefehl,Al Ataque,Al Ataque,Comandourto,공격지령,Gonggyeok Jiryeong,攻擊指令,攻击指令,Gōngjí Zhǐlìng / Gūnggīk Jílihng
defend-order,Defend Order,ぼうぎょしれい,ぼうぎょしれい,Bōgyo Shirei,Appel Défense,Blockbefehl,A Defender,A Defender,Comandoscudo,방어지령,Bang'eo Jiryeong,防禦指令,防御指令,Fángyù Zhǐlìng / Fòhngyuh Jílihng
heal-order,Heal Order,かいふくしれい,かいふくしれい,Kaifuku Shirei,Appel Soins,Heilbefehl,Auxilio,Auxilio,Comandocura,회복지령,Hoebok Jiryeong,回復指令,回复指令,Huífù Zhǐlìng / Wùihfuhk Jílihng
head-smash,Head Smash,もろはのずつき,もろはのずつき,Moroha no Zutsuki,Fracass’Tête,Kopfstoß,Testarazo,Topetazo,Zuccata,양날박치기,Yangnal Bakchigi,雙刃頭錘,双刃头锤,Shuāngrèn Tóuchuí / Sēungyahn Tàuhchèuih
double-hit,Double Hit,ダブルアタック,ダブルアタック,Daburu Atakku,Coup Double,Doppelschlag,Doble Golpe,Doble Golpe,Doppiosmash,더블어택,Double Attack,二連擊,二连击,Èrliánjí / Yihlìhngīk
roar-of-time,Roar of Time,ときのほうこう,ときのほうこう,Toki no Hōkō,Hurle-Temps,Zeitenlärm,Distorsión,Rugido Temporal,Fragortempo,시간의포효,Sigan-yi Pohyo,時光咆哮,时光咆哮,Shíguāng Páoxiào / Sìhgwōng Pàauhhāau
spacial-rend,Spacial Rend,あくうせつだん,あくうせつだん,Akū Setsudan,Spatio-Rift,Raumschlag,Corte Vacío,Corte Espacial,Fendispazio,공간절단,Gonggan Jeoldan,亞空裂斬,亚空裂斩,Yàkōng Lièzhǎn / Ahūng Lihtjáam
lunar-dance,Lunar Dance,みかづきのまい,みかづきのまい,Mikazuki no Mai,Danse Lune,Lunartanz,Danza Lunar,Danza de la Luna,Lunardanza,초승달춤,Choseungdal Chum,新月舞,新月舞,Xīnyuè Wǔ / Sānyuht Móuh
crush-grip,Crush Grip,にぎりつぶす,にぎりつぶす,Nigiri Tsubusu,Presse,Quetschgriff,Agarrón,Garra Aplastante,Sbriciolmano,묵사발,Moksabal,捏碎,捏碎,Niēsuì / Nihpseui
magma-storm,Magma Storm,マグマストーム,マグマストーム,Maguma Sutōmu,Vortex Magma,Lavasturm,Lluvia Ígnea,Lluvia Ígnea,Magmaclisma,마그마스톰,Magma Storm,熔岩風暴,熔岩风暴,Róngyán Fēngbào / Yùhngngàahm Fūngbouh
dark-void,Dark Void,ダークホール,ダークホール,Dāku Hōru,Trou Noir,Schlummerort,Brecha Negra,Abismo Negro,Vuototetro,다크홀,Dark Hole,暗黑洞,暗黑洞,Ànhēi Dòng / Amhāk Duhng
seed-flare,Seed Flare,シードフレア,シードフレア,Shīdo Furea,Fulmigraine,Schocksamen,Fulgor Semilla,Fulgor Semilla,Infuriaseme,시드플레어,Seed Flare,種子閃光,种子闪光,Zhǒngzǐ Shǎnguāng / Júngjí Símgwōng
ominous-wind,Ominous Wind,あやしいかぜ,あやしいかぜ,Ayashii Kaze,Vent Mauvais,Unheilböen,Viento Aciago,Viento Ominoso,Funestovento,괴상한바람,Goesanghan Baram,奇異之風,奇异之风,Qíyì-zhī Fēng / Kèihyih-jī Fūng
shadow-force,Shadow Force,シャドーダイブ,シャドーダイブ,Shadō Daibu,Revenant,Schemenkraft,Golpe Umbrío,Golpe Umbrío,Oscurotuffo,섀도다이브,Shadow Dive,暗影潛襲,暗影潜袭,Ànyǐng Qiánxí / Amyíng Chìhmjaahp
hone-claws,Hone Claws,つめとぎ,つめとぎ,Tsumetogi,Aiguisage,Klauenwetzer,Afilagarras,Afilagarras,Unghiaguzze,손톱갈기,Sontopgalgi,磨爪,磨爪,Mózhuǎ / Mòhjáau
wide-guard,Wide Guard,ワイドガード,ワイドガード,Waido Gādo,Garde Large,Rundumschutz,Vasta Guardia,Guardia Amplia,Bodyguard,와이드가드,Wide Guard,廣域防守,广域防守,Guǎngyù Fángshǒu / Gwóngwihk Fòhngsáu
